Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
19989,3741,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""Small peninsula 5 km northwest of Cape Sabine, north shore of Pim Island.""   ",78.7567,-74.2667
19990,3742,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Penny Strait Below Mount Britannia opposite Russell Island western Grinnell Peninsula Devon Island. ,76.9,-96.92
19991,3743,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Penny Strait ""Below Mount Britannia opposite Russell Island, western Grinnell Peninsula,Devon Island.""   ",76.9,-96.92
19992,3744,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Penny Strait Below Mount Britannia opposite Russell Island western Grinnell Peninsula Devon Island. ,76.9,-96.92
19993,3745,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Penny Strait Below Mount Britannia opposite Russell Island western Grinnell Peninsula Devon Island. ,76.9,-96.92
19994,3746,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Penny Strait Below Mount Britannia opposite Russell Island western Grinnell Peninsula Devon Island. ,76.9,-96.92
19995,3747,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Penny Strait Below Mount Britannia opposite Russell Island western Grinnell Peninsula Devon Island. ,76.9,-96.92
19996,3748,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Penny Strait ""Below Mount Britannia opposite Russell Island, western Grinnell Peninsula,Devon Island.""   ",76.9,-96.92
19997,3749,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""1 km south of west entrance of Cunningham Inlet, Somerset Island.""   ",74.13,-93.92
20000,3754,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait 1 km south of west entrance of Cunningham Inlet Somerset Island.  ,74.13,-93.92
20001,3755,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait 1 km south of west entrance of Cunningham Inlet Somerset Island.  ,74.13,-93.92
20003,3756,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20005,3757,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20006,3758,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20007,3759,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20008,3760,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20009,3761,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20010,3762,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20011,3763,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Queens Channel 2 km east of Cape Becher in Pioneer Channel Scheills Peninsula Devon Island. ,76.23,-95.33
20025,3770,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
20026,3771,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""East side and 4 km south of head of Freemans Cove, Bathurst Island.""   ",75.1917,-98.05
20027,3772,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Small peninsula 5 km northwest of Cape Sabine north shore of Pim Island.  ,78.7567,-74.2667
20035,3774,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Gulf of Boothia ""Small point at south shore of eastern Netsiksiuvik Inlet, Lord Mayor Bay,Boothia Peninsula.""   ",69.7083,-92.75
20279,3783,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
20280,3784,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
20281,3785,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Queen Maud Gulf ""East side of large island forming part of Foggy Bay, south of MelbourneIsland.""   ",68.32,-104.79
20282,3786,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Queen Maud Gulf ""East side of large island forming part of Foggy Bay, south of MelbourneIsland.""   ",68.32,-104.79
20283,3787,1977,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Queen Maud Gulf ""East side of large island forming part of Foggy Bay, south of MelbourneIsland.""   ",68.32,-104.79
20475,3860,,"Setzer, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,United States,California,Monterey County,Malpaso Creek Beach Point south of creek.   ,36.6,-121.93
20610,3887,,"Masiak, D",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,United States,Alaska,,Lemesurier Island In Icy Strait.   ,58.28,-136.08
20612,3889,,"Mueller, M",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,United States,Alaska,,"Baird Island Slocum Arm ""(Chichigof Island).  Cruise No. 024, Station V.""  ",57.5417,-136.035
20613,3890,,"Mueller, M",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,United States,Alaska,,"Neva Island ""Sitka Sound.  Cruise No. 024, Station IV.""   ",57.0583,-135.4033
29043,5994,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nova Scotia,Halifax County,Thrumcap Halifax Harbour   ,44.63,-63.55
29047,5998,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,Halifax County,Devil's Island sheet 1   ,44.63,-63.55
29050,6001,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,Halifax County,Halifax Redoubt   ,44.63,-63.55
29051,6002,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,Halifax County,Halifax Devil's Island Sheet 1  ,44.63,-63.55
29053,6004,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,Halifax County,Devil's Island    ,44.63,-63.55
29054,6005,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Nova Scotia,Halifax County,Halifax Harbour Horseshoe Shoals   ,44.63,-63.55
29057,6008,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Nova Scotia,Halifax County,York Redoubt Halifax Sheet 3  ,44.63,-63.55
29059,6010,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Nova Scotia,Halifax County,York Redoubt Halifax sheet 1  ,44.63,-63.55
29060,6011,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Nova Scotia,Halifax County,York Redoubt Halifax sheet 2  ,44.63,-63.55
29083,6033,,"Adams, J",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Saguenay County,Anticosti Island Ellis Bay   ,49.8,-64.37
29084,6034,,"Taylor, W.R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nunavut,,Frobisher Bay Koojesse Inlet Baffin Island  ,63.75,-68.57
29119,6070,,"Bell, H.P",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,Halifax County,Devil's Island    ,44.58,-63.47
29221, ,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,United States,Massachusetts,,Nahant,42.4264,-70.9189
29243,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,United States,Massachusetts,,"Mass., Magnolia",,
29244,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,United States,Massachusetts,,"Mass., Little Nahant",,
32102,6612,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North Atlantic,Greenland,,,In the vicinity of N. of Godthab See label (in Danish)   ,64.03,-52.08
38250,,,"Nielsen, R.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,Eurasia,Denmark,,,Laesø Trindel (Kn),57.4257,11.2493
38257, ,,"Nielsen, R.",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,Eurasia,Denmark,,,Skagerrak (Sk); Skiveren (north-west of Frederikshavn),57.6211,10.275
53975, ,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,United States,Oregon,,Neptune State Park,44.2675,-124.1158
53979,,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Québec,,Québec; Port au Saumon; sublittoral E. Laminaria longicrur,,
53980,53980,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Peggy's Cove 1ft of water at low tide,,
53981,53981,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
53983,,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Peggy's Cove; intertidal zone,,
53984,,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Peggy's Cove; intertidal zone,,
53985,53985,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Quebec,,Battery Point Washed ashore by tide,,
53989,53989,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Quebec,,Port-au-Saumon Sub-littoral at low tide,,
53990,53990,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,New Brunswick,,6 miles east of Cambellton  Tidal wash on beach of Restigouche,,
53991,53991,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
53992,53992,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Prince Edward Island,,Cavendish Beach ,,
53993,53993,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Quebec,,Battery Point Washed ashore by tide,,
53994,53994,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,New Brunswick,,St.Stephen Intertidal low,,
53995,53995,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Quebec,,Battery Point Washed ashore by tide,,
53997,53997,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
53999,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,United States,Maine,,Maine; Bar Harbor; Otto Cliff; in rock pool; attached,,
54002,,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Peggy's Cove; intertidal zone,,
54003,,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nova Scotia,,Ketch Harbor; low intertidal; sporophores with sori,,
54007,54007,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,,Ketch Harbor ,,
54008,54008,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
54009,54009,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
54010,54010,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
54016,54016,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Quebec,,Cap de la Madeleine On rock,,
54017,54017,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Nova scotia,,Ketch Harbor Low Intertidal,,
54018,54018,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Quebec,,"Rivier Madeleine Mussel shells , intertidal",,
54020,54020,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Nova Scotia,,Halifax ,,
54021,54021,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Quebec,,Rivier Madeleine On tidal reef,,
54022,54022,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Nova Scotia,,Peggy's Cove Intertidal zone,,
54024,CCOA281,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,,"Riviere Madeleine, Sea Beach",,
54025,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nova Scotia,,Morris Point; 20 ft. depth; on rock,,
54026,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nova Scotia,,Morris Point; 20 ft. depth; on rock with Rhodymenia and Ptilota,,
54027,,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nova Scotia,,Fink Cove,,
54221,54221,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,United States,Massachusetts,,Sandwich ,,
54222,54222,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,United States,Massachusetts,,Desert Island ,,
54223,54223,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,United States,Massachusetts,,Sandwich ,,
54224,54224,,,Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,United States,Massachusetts,,Isle of Shoals ,,
54266,54266,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Newfoundland and Labrador,Newfoundland,"Gadds Point ,Bonne Bay ",,
54270, ,,"South, G.R.",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,,,"St. Bernard, Station 35",47.52,-54.95
54271, ,,"South, G.R.",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,,,"St. Bernard, Station 35",47.52,-54.95
54292,54292,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Saccharina,,,North America,Canada,New Brunswick,,Deer Island Inter-tidal,,
54294,54294,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,NorthWest Territories,,Bridport Inlet ,,
54295,54295,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,New Brunswick,,Deer Island Subtidal,,
93578,93578,2013,"Hamilton, P.B.",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Nunavut,,"Somerset Island, Sea ice in center of Cunningham Inlet, 3 km north of Arctic Watch Lodge.",74.0983,-93.7875
93579,93579,2013,"Hamilton, P.B.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nunavut,,"Somerset Island, Tidal flats on west edge of Cunningham Inlet, 1.5 km norht of Arctic Watch Lodge.",74.0802,-93.8244
93580,93580,2013,"Hamilton, P.B.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Nunavut,,"Somerset Island, Sea ice in center of Cunningham Inlet, 3 km north of Arctic Watch Lodge.",74.0983,-93.7875
