Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
19850,3619,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait East side at western shore of larger island of Fox Islands.  ,72.01,-94.4067
19851,3620,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait East side at western shore of larger island of Fox Islands.  ,72.01,-94.4067
19852,3621,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait East side at western shore of larger island of Fox Islands.  ,72.01,-94.4067
19853,3622,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait East side at western shore of larger island of Fox Islands.  ,72.01,-94.4067
19855,3624,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Norwegian Bay 1 km north of Lands End Simmons Peninsula Ellesmere Island. ,76.8583,-89.5
19856,3625,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Norwegian Bay 1 km north of Lands End Simmons Peninsula Ellesmere Island. ,76.8583,-89.5
19857,3626,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""Porden Point, Prince Alfred Bay"" ""Grinnell Peninsula, Devon Island.""  ",76.27,-93.67
19858,3627,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""Porden Point, Prince Alfred Bay"" ""Grinnell Peninsula, Devon Island.""  ",76.27,-93.67
19859,3628,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""Porden Point, Prince Alfred Bay"" ""Grinnell Peninsula, Devon Island.""  ",76.27,-93.67
19862,3631,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bight between Assistance Bay and Cape Dungeness.   ,74.65,-93.93
19863,3632,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bight between Assistance Bay and Cape Dungeness.   ,74.65,-93.93
19865,3633,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bight between Assistance Bay and Cape Dungeness.   ,74.65,-93.93
19866,3634,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bight between Assistance Bay and Cape Dungeness.   ,74.65,-93.93
19867,3635,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bight between Assistance Bay and Cape Dungeness.   ,74.65,-93.93
19868,3636,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""Assistance Bay midway of south shore, Cornwallis Island.""   ",74.65,-94.32
19869,3637,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""Assistance Bay midway of south shore, Cornwallis Island.""   ",74.65,-94.32
19870,3638,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Byam Martin Channel ""Maori Point, western mouth of Weatherall Bay, Melville Island.""   ",76.0367,-107.7
19871,3639,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Byam Martin Channel ""Maori Point, western mouth of Weatherall Bay, Melville Island.""   ",76.0367,-107.7
19872,3640,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Byam Martin Channel ""Maori Point, western mouth of Weatherall Bay"" Melville Island.  ",76.0367,-107.7
19873,3641,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Byam Martin Channel ""Maori Point, western mouth of Weatherall Bay"" Melville Island.  ",76.0367,-107.7
19874,3642,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
19875,3643,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
19876,3644,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
19878,3645,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""Graham Moore Bay, peninsula 1 km east of island in Hooker Bay, BathurstIsland.""   ",75.42,-100.55
19879,3646,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""Graham Moore Bay, peninsula 1 km east of island in Hooker Bay, BathurstIsland.""   ",75.42,-100.55
19880,3647,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""Graham Moore Bay, peninsula 1 km east of island in Hooker Bay, BathurstIsland.""   ",75.42,-100.55
19881,3648,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""Graham Moore Bay, peninsula 1 km east of island in Hooker Bay, BathurstIsland.""   ",75.42,-100.55
19882,3649,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""Graham Moore Bay, peninsula 1 km east of isalnd in Hooker Bay, BathurstIsland.""   ",75.42,-100.55
19883,3650,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
19884,3651,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Austin Channel ""19 km north of Langley Point, eastern Byam Martin Island.""   ",75.37,-103.8
19887,3652,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""Intrepid Passage, center islet of row of three islets in Allison Inlet,Bathurst Island.""   ",75.0033,-99.4
19888,3653,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Barrow Strait Bathurst Island Intrepid Passage center islet of row of three islets in Allison Inlet. ,75.0033,-99.4
19889,3654,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""Intrepid Passage, center islet of row of three islets in Allison Inlet,Bathurst Island.""   ",75.0033,-99.4
19890,3655,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""Intrepid Passage, center islet of row of three islets in Allison Inlet,Bathurst Island.""   ",75.0033,-99.4
19899,3658,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""East side of Rigby Bay, 2.5 km north of Cape Hurd, Devon Island.""   ",74.55,-89.98
19900,3660,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""East side of Rigby Bay, 2.5 km north of Cape Hurd, Devon Island.""   ",74.55,-89.98
19901,3661,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Barrow Strait ""East side of Rigby Bay, 2.5 km north of Cape Hurd, Devon Island.""   ",74.55,-89.98
19905,3662,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""East side and 4 km south of head of Freemans Cove, Bathurst Island.""   ",75.1917,-98.05
19906,3663,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound East side and 4 km south of head of Freemans Cove Bathurst Island.  ,75.1917,-98.05
19907,3664,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound East side and 4 km south of head of Freemans Cove Bathurst Island.  ,75.1917,-98.05
19908,3665,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound East side and 4 km south of head of Freemans Cove Bathurst Island.  ,75.1917,-98.05
19909,3666,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound East side and 4 km south of head of Freemans Cove Bathurst Island.  ,75.1917,-98.05
19910,3667,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""At point forming south mouth of bay 13 km north of Brooman Point, west side ofthe peninsula.""   ",75.5,-97.55
19911,3668,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound At point forming south mouth of bay 13 km north of Brooman Point west side of peninsula.  ,75.5,-97.55
19912,3669,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound At point forming south mouth of bay 13 km north of Brooman Point west side of peninsula.  ,75.5,-97.55
19913,3670,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""At point forming south mouth of bay 13 km north of Brooman Point, west side ofthe peninsula.""   ",75.5,-97.55
19914,3671,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith, Devon Island.""   ",75.58,-85.55
19915,3672,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith, Devon Island.""   ",75.58,-85.55
19916,3673,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith, Devon Island.""   ",75.58,-85.55
19917,3674,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith, Devon Island.""   ",75.58,-85.55
19921,3678,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith"" Devon Island.  ",75.58,-85.55
19922,3679,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound At point forming south mouth of bay 13 km north of Brooman Point west side of peninsula.  ,75.5,-97.55
19923,3680,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith"" Devon Island.  ",75.58,-85.55
19924,3681,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith"" Devon Island.  ",75.58,-85.55
19925,3682,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, 2.5 km south of peninsula tip forming western mouth of unnamed baywhose eastern entrance is Cape Newman Smith, Devon Island.""   ",75.58,-85.55
19928,3683,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, Cape Skogn of Devon Island.""   ",75.77,-84.22
19931,3686,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Belcher Channel Cape Ursula Table Island.  ,77.18,-95.2
19932,3687,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Belcher Channel ""Cape Ursula, Table Island.""   ",77.18,-95.2
19933,3688,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Belcher Channel ""Cape Ursula, Table Island.""   ",77.18,-95.2
19934,3689,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Belcher Channel ""Cape Ursula, Table Island.""   ",77.18,-95.2
19935,3690,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Belcher Channel ""Cape Ursula, Table Island.""   ",77.18,-95.2
19936,3691,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Belcher Channel ""Cape Ursula, Table Island.""   ",77.18,-95.2
19939,3694,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Southeast point of Norman Lockyer Island mouth of Franklin Pierce Bay Ellesmere Island.  30 m offshore through fracture of 100% ice cover. ,79.39,-76.7667
19940,3695,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""Southeast point of Norman Lockyer Island, mouth of Franklin Pierce Bay,Ellesmere Island.""   ",79.39,-74.7667
19941,3696,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""Southeast point of Norman Lockyer Island, mouth of Franklin Pierce Bay,Ellesmere Island.""   ",79.39,-74.7667
19942,3697,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""Southeast point of Norman Lockyer Island, mouth of Franklin Pierce Bay,Ellesmere Island.""   ",79.39,-74.7667
19943,3698,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km northwest of Cape Field"" ""Princess Marie Bay, Ellesmere Island.""  ",79.43,-76.17
19944,3699,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km NW of Cape Field"" Princess Marie Bay Ellesmere Island. ",79.43,-76.17
19945,3700,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km NW of Cape Field"" Princess Marie Bay Ellesmere Island. ",79.43,-76.17
19946,3701,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km NW of Cape Field"" Princess Marie Bay Ellesmere Island. ",79.43,-76.17
19948,3703,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km northwest of Cape Field"" ""Princess Marie Bay, Ellesmere Island.""  ",79.43,-76.17
19949,3704,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km northwest of Cape Field"" ""Princess Marie Bay, Ellesmere Island.""  ",79.43,-76.17
19950,3705,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km northwest of Cape Field"" ""Princess Marie Bay, Ellesmere Island.""  ",79.43,-76.17
19951,3706,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Kane Basin ""South shore of Copes Bay, peninsula 10 km northwest of Cape Field"" ""Princess Marie Bay, Ellesmere Island.""  ",79.43,-76.17
19954,3709,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Cape at north entrance to Discovery Harbour opposite Breakwater Point, BellotIsland"" Ellesmere Island.  ",81.725,-64.7833
19955,3710,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Cape at north entrance to Discovery Harbour opposite Breakwater Point, BellotIsland"" Ellesmere Island.  ",81.725,-64.7833
19958,3712,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay"" Ellesmere Island.  Through fracture of 100% ice cover.  ",81.72,-64.5
19959,3713,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay"" Ellesmere Island.  Through fracture of 100% ice cover.  ",81.72,-64.5
19960,3714,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay, Ellesmere Island.""   ",81.72,-64.5
19961,3715,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay, Ellesmere Island.""   ",81.72,-64.5
19962,3716,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay, Ellesmere Island.""   ",81.72,-64.5
19963,3717,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Hall Basin ""Distant Cape, north entrance of Lady Franklin Bay"" Ellesmere Island.  Through fracture of 100% ice cover.  ",81.72,-64.5
19965,3719,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Robeson Channel ""Midway between Cape Rawson and Black Cape, Ellesmere Island. Through smallice-free area of 100% ice cover.""   ",82.4,-61.17
19966,3720,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Robeson Channel ""Midway between Cape Rawson and Black Cape, Ellesmere Island.""   ",82.4,-61.17
19967,3721,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Robeson Channel ""Midway between Cape Rawson and Black Cape, Ellesmere Island.""   ",82.4,-61.17
19968,3722,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Robeson Channel ""Midway between Cape Rawson and Black Cape, Ellesmere Island.""   ",82.4,-61.17
19969,3723,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Northwest point of Pim Island.   ,78.7917,-74.6333
19970,3724,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Northwest point of Pim Island.   ,78.7917,-74.6333
19971,3725,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Northwest point of Pim Island.   ,78.7917,-74.6333
19972,3726,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin NW point of Pim Island.   ,78.7917,-74.6333
19973,3727,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin NW point of Pim Island.   ,78.7917,-74.6333
19974,3728,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin NW point of Pim Island.   ,78.7917,-74.6333
19976,3729,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Northwest point of Pim Island.   ,78.7917,-74.6333
19978,3730,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Nanson Sound ""5 km west of Butter Porridge Point, Schei Peninsula, Axel Heiberg Island.""   ",80.42,-87.8
19979,3731,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Nanson Sound ""5 km west of Butter Porridge Point, Schei Peninsula, Axel Heiberg Island.""   ",80.42,-87.8
19980,3732,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Nanson Sound ""1.5 km west of Butter Porridge Point, Schei Peninsula, Axel Heiberg Island.""   ",80.4083,-87.6667
19981,3733,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Nanson Sound ""5 km west of Butter Porridge Point, Schei Peninsula, Axel Heiberg Island.""   ",80.42,-87.8
19985,3737,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Small peninsula 5 km northwest of Cape Sabine north shore of Pim Island.  ,78.7567,-74.2667
19986,3738,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Small peninsula 5 km northwest of Cape Sabine north shore of Pim Island.  ,78.7567,-74.2667
19988,3740,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Kane Basin Small peninsula 5 km northwest of Cape Sabine north shore of Pim Island.  ,78.7567,-74.2667
